          0.000	  0.254	  0.753	  0.499	 -0.503	 -0.122	  0.626	  0.582	  0.787	  0.936	  0.984	  0.818	  0.538	  0.385	 -0.131	  0.029
          0.001	  0.263	  0.761	  0.498	 -0.511	 -0.117	  0.629	  0.596	  0.801	  0.954	  1.001	  0.834	  0.551	  0.380	 -0.132	  0.024
          0.002	  0.276	  0.786	  0.510	 -0.530	 -0.117	  0.648	  0.602	  0.807	  0.957	  1.006	  0.833	  0.551	  0.382	 -0.118	  0.025
          0.003	  0.280	  0.805	  0.524	 -0.542	 -0.122	  0.664	  0.602	  0.811	  0.962	  1.012	  0.839	  0.560	  0.382	 -0.107	  0.028
          0.004	  0.303	  0.842	  0.537	 -0.572	 -0.117	  0.690	  0.611	  0.823	  0.975	  1.024	  0.861	  0.581	  0.384	 -0.106	  0.028
          0.005	  0.305	  0.851	  0.545	 -0.578	 -0.120	  0.698	  0.614	  0.821	  0.975	  1.024	  0.859	  0.576	  0.383	 -0.116	  0.021
          0.006	  0.281	  0.811	  0.529	 -0.545	 -0.124	  0.670	  0.600	  0.800	  0.958	  1.008	  0.842	  0.558	  0.380	 -0.117	  0.015
          0.007	  0.280	  0.808	  0.527	 -0.543	 -0.123	  0.667	  0.602	  0.800	  0.955	  1.006	  0.840	  0.555	  0.380	 -0.112	  0.020
          0.008	  0.257	  0.796	  0.538	 -0.526	 -0.141	  0.667	  0.610	  0.809	  0.960	  1.011	  0.846	  0.557	  0.376	 -0.117	  0.013
          0.009	  0.214	  0.744	  0.529	 -0.478	 -0.157	  0.636	  0.602	  0.800	  0.949	  0.998	  0.832	  0.540	  0.368	 -0.126	  0.001
          0.010	  0.214	  0.761	  0.547	 -0.487	 -0.167	  0.654	  0.606	  0.801	  0.949	  0.998	  0.832	  0.545	  0.376	 -0.117	 -0.005
          0.011	  0.218	  0.784	  0.566	 -0.500	 -0.174	  0.675	  0.598	  0.792	  0.943	  0.994	  0.832	  0.549	  0.381	 -0.102	 -0.017
          0.012	  0.212	  0.756	  0.544	 -0.483	 -0.166	  0.650	  0.597	  0.788	  0.931	  0.984	  0.823	  0.539	  0.374	 -0.109	 -0.020
          0.013	  0.235	  0.757	  0.521	 -0.495	 -0.142	  0.638	  0.615	  0.806	  0.951	  1.002	  0.842	  0.555	  0.374	 -0.131	 -0.022
          0.014	  0.241	  0.779	  0.538	 -0.509	 -0.148	  0.658	  0.615	  0.810	  0.960	  1.010	  0.849	  0.560	  0.365	 -0.125	 -0.029
          0.015	  0.253	  0.800	  0.547	 -0.526	 -0.146	  0.673	  0.616	  0.814	  0.957	  1.010	  0.851	  0.564	  0.361	 -0.114	 -0.035
          0.016	  0.266	  0.805	  0.538	 -0.535	 -0.136	  0.671	  0.622	  0.814	  0.965	  1.017	  0.857	  0.580	  0.369	 -0.117	 -0.034
          0.017	  0.265	  0.813	  0.547	 -0.538	 -0.141	  0.680	  0.631	  0.822	  0.970	  1.026	  0.870	  0.596	  0.379	 -0.119	 -0.031
          0.018	  0.273	  0.824	  0.550	 -0.547	 -0.139	  0.687	  0.639	  0.826	  0.970	  1.026	  0.877	  0.601	  0.386	 -0.119	 -0.034
          0.019	  0.252	  0.804	  0.552	 -0.528	 -0.150	  0.678	  0.632	  0.819	  0.963	  1.017	  0.868	  0.595	  0.385	 -0.113	 -0.034
          0.020	  0.241	  0.787	  0.545	 -0.514	 -0.152	  0.666	  0.626	  0.815	  0.961	  1.020	  0.872	  0.596	  0.388	 -0.111	 -0.028
          0.021	  0.262	  0.802	  0.539	 -0.531	 -0.139	  0.670	  0.623	  0.808	  0.949	  1.009	  0.862	  0.584	  0.382	 -0.111	 -0.030
          0.022	  0.264	  0.811	  0.546	 -0.536	 -0.141	  0.678	  0.619	  0.803	  0.940	  1.002	  0.855	  0.575	  0.380	 -0.108	 -0.037
          0.023	  0.258	  0.831	  0.572	 -0.543	 -0.157	  0.701	  0.634	  0.813	  0.950	  1.010	  0.864	  0.580	  0.376	 -0.098	 -0.034
          0.024	  0.241	  0.853	  0.611	 -0.546	 -0.184	  0.732	  0.639	  0.813	  0.949	  1.012	  0.866	  0.585	  0.373	 -0.084	 -0.029
          0.025	  0.205	  0.824	  0.618	 -0.514	 -0.206	  0.721	  0.624	  0.797	  0.938	  1.004	  0.860	  0.575	  0.363	 -0.084	 -0.033
          0.026	  0.232	  0.838	  0.605	 -0.534	 -0.186	  0.721	  0.626	  0.799	  0.936	  1.004	  0.860	  0.572	  0.360	 -0.084	 -0.029
          0.027	  0.240	  0.849	  0.608	 -0.544	 -0.183	  0.728	  0.627	  0.796	  0.935	  1.004	  0.861	  0.577	  0.365	 -0.077	 -0.033
          0.028	  0.220	  0.841	  0.621	 -0.529	 -0.200	  0.730	  0.624	  0.789	  0.927	  0.997	  0.853	  0.573	  0.358	 -0.060	 -0.040
          0.029	  0.231	  0.851	  0.620	 -0.540	 -0.195	  0.736	  0.627	  0.790	  0.924	  0.994	  0.854	  0.574	  0.363	 -0.060	 -0.036
          0.030	  0.226	  0.838	  0.611	 -0.531	 -0.192	  0.725	  0.629	  0.789	  0.923	  0.993	  0.858	  0.572	  0.359	 -0.077	 -0.040
